181;ampharos;14;615;230;static|plus;mega-punch|fire-punch|ice-punch|thunder-punch|mega-kick|headbutt|tackle|body-slam|take-down|double-edge|growl|roar|hyper-beam|low-kick|counter|seismic-toss|strength|thunder-shock|thunderbolt|thunder-wave|thunder|dig|toxic|agility|mimic|double-team|confuse-ray|defense-curl|light-screen|reflect|swift|flash|rest|substitute|snore|curse|cotton-spore|protect|zap-cannon|outrage|endure|swagger|attract|sleep-talk|heal-bell|return|frustration|safeguard|dynamic-punch|iron-tail|hidden-power|rain-dance|sunny-day|rock-smash|facade|focus-punch|charge|helping-hand|brick-break|secret-power|signal-beam|shock-wave|natural-gift|fling|magnet-rise|dragon-pulse|power-gem|focus-blast|giga-impact|rock-climb|discharge|captivate|charge-beam|electro-ball|after-you|round|echoed-voice|volt-switch|bulldoze|dragon-tail|electroweb|wild-charge|cotton-guard|ion-deluge|confide|eerie-impulse|magnetic-flux|electric-terrain|dazzling-gleam|power-up-punch|laser-focus|brutal-swing|stomping-tantrum|tera-blast|trailblaze;electric
182;bellossom;4;58;245;chlorophyll|healer;swords-dance|cut|double-edge|acid|hyper-beam|absorb|mega-drain|growth|solar-beam|poison-powder|stun-spore|sleep-powder|petal-dance|toxic|mimic|double-team|flash|rest|substitute|snore|curse|protect|sludge-bomb|giga-drain|endure|charm|swagger|attract|sleep-talk|return|frustration|safeguard|baton-pass|sweet-scent|synthesis|moonlight|hidden-power|sunny-day|uproar|facade|nature-power|helping-hand|secret-power|bullet-seed|magical-leaf|leaf-blade|natural-gift|fling|gastro-acid|worry-seed|seed-bomb|drain-punch|energy-ball|giga-impact|leaf-storm|captivate|grass-knot|venoshock|quiver-dance|after-you|round|petal-blizzard|grassy-terrain|play-rough|moonblast|confide|dazzling-gleam|infestation|laser-focus|grassy-glide;grass
183;marill;4;85;88;thick-fat|huge-power|sap-sipper;mega-punch|ice-punch|slam|mega-kick|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|sing|supersonic|water-gun|hydro-pump|surf|ice-beam|blizzard|bubble-beam|seismic-toss|strength|dig|toxic|mimic|double-team|defense-curl|light-screen|metronome|waterfall|swift|amnesia|bubble|splash|rest|substitute|snore|curse|protect|belly-drum|mud-slap|foresight|perish-song|icy-wind|endure|charm|rollout|swagger|attract|sleep-talk|return|present|frustration|dynamic-punch|encore|iron-tail|hidden-power|rain-dance|future-sight|rock-smash|whirlpool|uproar|hail|facade|focus-punch|helping-hand|superpower|brick-break|knock-off|refresh|secret-power|dive|camouflage|hyper-voice|fake-tears|tickle|muddy-water|bounce|mud-shot|covet|water-sport|water-pulse|natural-gift|fling|copycat|aqua-ring|aqua-tail|captivate|grass-knot|aqua-jet|soak|round|scald|bulldoze|work-up|disarming-voice|draining-kiss|misty-terrain|play-rough|confide|power-up-punch|brutal-swing|liquidation|steel-roller|misty-explosion|tera-blast|ice-spinner|snowscape|trailblaze|chilling-water;water|fairy
184;azumarill;8;285;210;thick-fat|huge-power|sap-sipper;mega-punch|ice-punch|slam|mega-kick|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|water-gun|hydro-pump|surf|ice-beam|blizzard|bubble-beam|hyper-beam|seismic-toss|strength|dig|toxic|mimic|double-team|defense-curl|light-screen|metronome|waterfall|swift|amnesia|bubble|splash|rest|substitute|snore|curse|protect|mud-slap|icy-wind|endure|charm|rollout|swagger|attract|sleep-talk|return|frustration|dynamic-punch|encore|iron-tail|hidden-power|rain-dance|future-sight|rock-smash|whirlpool|uproar|hail|facade|focus-punch|helping-hand|superpower|brick-break|knock-off|secret-power|dive|hyper-voice|fake-tears|muddy-water|bounce|mud-shot|covet|water-sport|water-pulse|natural-gift|fling|aqua-ring|aqua-tail|focus-blast|giga-impact|captivate|grass-knot|round|scald|bulldoze|work-up|disarming-voice|draining-kiss|misty-terrain|play-rough|confide|power-up-punch|brutal-swing|liquidation|steel-roller|misty-explosion|tera-blast|ice-spinner|snowscape|trailblaze|chilling-water;water|fairy
185;sudowoodo;12;380;144;sturdy|rock-head|rattled;mega-punch|fire-punch|ice-punch|thunder-punch|slam|mega-kick|headbutt|body-slam|take-down|double-edge|hyper-beam|low-kick|counter|seismic-toss|strength|rock-throw|earthquake|dig|toxic|mimic|double-team|harden|defense-curl|self-destruct|explosion|rest|rock-slide|substitute|thief|snore|curse|flail|protect|feint-attack|mud-slap|spikes|sandstorm|endure|rollout|swagger|attract|sleep-talk|return|frustration|dynamic-punch|hidden-power|sunny-day|psych-up|rock-smash|uproar|torment|facade|focus-punch|nature-power|taunt|helping-hand|role-play|brick-break|secret-power|fake-tears|rock-tomb|sand-tomb|iron-defense|block|mud-shot|covet|calm-mind|rock-blast|hammer-arm|natural-gift|fling|copycat|sucker-punch|rock-polish|power-gem|drain-punch|earth-power|giga-impact|stone-edge|captivate|stealth-rock|grass-knot|wood-hammer|head-smash|smack-down|low-sweep|foul-play|after-you|round|bulldoze|confide|power-up-punch|high-horsepower|stomping-tantrum|tearful-look|body-press|meteor-beam|tera-blast|trailblaze;rock
186;politoed;11;339;250;water-absorb|damp|drizzle;pound|double-slap|mega-punch|ice-punch|mega-kick|headbutt|body-slam|take-down|double-edge|mist|water-gun|hydro-pump|surf|ice-beam|blizzard|bubble-beam|hyper-beam|low-kick|counter|seismic-toss|strength|earthquake|dig|toxic|psychic|hypnosis|mimic|screech|double-team|defense-curl|haze|metronome|waterfall|swift|amnesia|splash|rest|substitute|thief|snore|curse|protect|belly-drum|mud-slap|perish-song|icy-wind|detect|endure|swagger|attract|sleep-talk|return|frustration|dynamic-punch|encore|hidden-power|rain-dance|rock-smash|whirlpool|uproar|hail|facade|focus-punch|helping-hand|brick-break|endeavor|secret-power|dive|hyper-voice|weather-ball|muddy-water|bounce|mud-shot|water-pulse|natural-gift|payback|fling|focus-blast|earth-power|giga-impact|captivate|low-sweep|round|echoed-voice|scald|bulldoze|confide|power-up-punch|liquidation|tera-blast|chilling-water;water
187;hoppip;4;5;50;chlorophyll|leaf-guard|infiltrator;pay-day|swords-dance|headbutt|tackle|take-down|double-edge|tail-whip|growl|absorb|mega-drain|leech-seed|solar-beam|poison-powder|stun-spore|sleep-powder|toxic|confusion|mimic|double-team|defense-curl|light-screen|reflect|amnesia|flash|splash|rest|substitute|thief|snore|curse|cotton-spore|protect|giga-drain|endure|charm|swagger|attract|sleep-talk|return|frustration|baton-pass|encore|sweet-scent|synthesis|hidden-power|rain-dance|sunny-day|psych-up|memento|facade|helping-hand|secret-power|aromatherapy|silver-wind|bullet-seed|aerial-ace|bounce|magical-leaf|natural-gift|tailwind|u-turn|fling|worry-seed|seed-bomb|energy-ball|switcheroo|leaf-storm|captivate|grass-knot|rage-powder|round|acrobatics|cotton-guard|grassy-terrain|fairy-wind|confide|dazzling-gleam|infestation|strength-sap|pollen-puff|lunge|tera-blast|trailblaze;grass|flying
188;skiploom;6;10;119;chlorophyll|leaf-guard|infiltrator;swords-dance|headbutt|tackle|take-down|double-edge|tail-whip|absorb|mega-drain|leech-seed|solar-beam|poison-powder|stun-spore|sleep-powder|toxic|mimic|double-team|defense-curl|light-screen|reflect|flash|splash|rest|substitute|thief|snore|curse|cotton-spore|protect|giga-drain|endure|charm|swagger|attract|sleep-talk|return|frustration|baton-pass|encore|sweet-scent|synthesis|hidden-power|sunny-day|psych-up|memento|facade|helping-hand|secret-power|silver-wind|bullet-seed|aerial-ace|bounce|magical-leaf|natural-gift|tailwind|u-turn|fling|worry-seed|seed-bomb|energy-ball|leaf-storm|captivate|grass-knot|rage-powder|round|acrobatics|grassy-terrain|fairy-wind|confide|dazzling-gleam|infestation|pollen-puff|lunge|tera-blast|trailblaze;grass|flying
189;jumpluff;8;30;207;chlorophyll|leaf-guard|infiltrator;swords-dance|headbutt|tackle|take-down|double-edge|tail-whip|hyper-beam|absorb|mega-drain|leech-seed|solar-beam|poison-powder|stun-spore|sleep-powder|toxic|mimic|double-team|defense-curl|light-screen|reflect|flash|splash|rest|substitute|thief|snore|curse|cotton-spore|protect|giga-drain|endure|charm|swagger|attract|sleep-talk|return|frustration|baton-pass|encore|sweet-scent|synthesis|hidden-power|rain-dance|sunny-day|psych-up|memento|facade|helping-hand|secret-power|silver-wind|bullet-seed|aerial-ace|bounce|magical-leaf|natural-gift|tailwind|u-turn|fling|worry-seed|seed-bomb|energy-ball|giga-impact|leaf-storm|captivate|grass-knot|rage-powder|round|acrobatics|grassy-terrain|fairy-wind|confide|dazzling-gleam|infestation|pollen-puff|lunge|tera-blast|trailblaze;grass|flying
190;aipom;8;115;72;run-away|pickup|skill-link;double-slap|mega-punch|fire-punch|ice-punch|thunder-punch|scratch|cut|slam|mega-kick|sand-attack|headbutt|body-slam|take-down|double-edge|tail-whip|low-kick|counter|seismic-toss|strength|solar-beam|thunderbolt|thunder-wave|thunder|dig|toxic|agility|mimic|screech|double-team|defense-curl|metronome|swift|dream-eater|fury-swipes|rest|substitute|thief|nightmare|snore|curse|spite|protect|mud-slap|zap-cannon|detect|endure|swagger|fury-cutter|attract|sleep-talk|return|frustration|dynamic-punch|baton-pass|pursuit|iron-tail|hidden-power|rain-dance|sunny-day|shadow-ball|rock-smash|beat-up|fake-out|uproar|facade|focus-punch|taunt|helping-hand|role-play|revenge|brick-break|knock-off|snatch|secret-power|astonish|tickle|aerial-ace|bounce|mud-shot|covet|shock-wave|water-pulse|natural-gift|u-turn|payback|fling|last-resort|seed-bomb|switcheroo|nasty-plot|shadow-claw|gunk-shot|captivate|grass-knot|double-hit|hone-claws|smack-down|low-sweep|foul-play|round|quick-guard|acrobatics|retaliate|work-up|tail-slap|confide|power-up-punch|tera-blast|trailblaze|chilling-water;normal
191;sunkern;3;18;36;chlorophyll|solar-power|early-bird;swords-dance|cut|tackle|take-down|double-edge|absorb|mega-drain|leech-seed|growth|razor-leaf|solar-beam|toxic|mimic|double-team|light-screen|bide|flash|rest|substitute|snore|curse|protect|sludge-bomb|giga-drain|endure|swagger|attract|sleep-talk|return|frustration|safeguard|encore|sweet-scent|morning-sun|synthesis|hidden-power|rain-dance|sunny-day|uproar|facade|nature-power|helping-hand|ingrain|endeavor|secret-power|weather-ball|grass-whistle|bullet-seed|magical-leaf|natural-gift|worry-seed|seed-bomb|energy-ball|earth-power|leaf-storm|captivate|grass-knot|after-you|round|grassy-terrain|confide|tera-blast|trailblaze;grass
192;sunflora;8;85;149;chlorophyll|solar-power|early-bird;pound|swords-dance|cut|tackle|take-down|double-edge|hyper-beam|absorb|mega-drain|leech-seed|growth|razor-leaf|solar-beam|petal-dance|toxic|mimic|double-team|light-screen|flash|rest|substitute|snore|curse|protect|sludge-bomb|giga-drain|endure|swagger|attract|sleep-talk|return|frustration|safeguard|encore|sweet-scent|synthesis|hidden-power|rain-dance|sunny-day|uproar|facade|nature-power|helping-hand|ingrain|endeavor|secret-power|weather-ball|grass-whistle|bullet-seed|magical-leaf|natural-gift|worry-seed|seed-bomb|energy-ball|earth-power|giga-impact|leaf-storm|captivate|grass-knot|after-you|round|petal-blizzard|flower-shield|grassy-terrain|confide|dazzling-gleam|grassy-glide|tera-blast|trailblaze;grass
193;yanma;12;380;78;speed-boost|compound-eyes|frisk;swords-dance|gust|wing-attack|whirlwind|headbutt|tackle|take-down|double-edge|supersonic|sonic-boom|solar-beam|string-shot|toxic|psychic|hypnosis|quick-attack|mimic|screech|double-team|swift|dream-eater|leech-life|flash|rest|substitute|thief|snore|curse|reversal|protect|feint-attack|foresight|detect|giga-drain|endure|swagger|steel-wing|attract|sleep-talk|return|frustration|pursuit|hidden-power|sunny-day|ancient-power|shadow-ball|uproar|facade|secret-power|air-cutter|silver-wind|signal-beam|aerial-ace|roost|natural-gift|feint|tailwind|u-turn|air-slash|bug-buzz|defog|captivate|bug-bite|ominous-wind|round|struggle-bug|confide|lunge|tera-blast|pounce;bug|flying
194;wooper;4;85;42;damp|water-absorb|unaware;ice-punch|slam|double-kick|headbutt|body-slam|take-down|double-edge|tail-whip|mist|water-gun|hydro-pump|surf|ice-beam|blizzard|counter|earthquake|dig|toxic|mimic|double-team|recover|defense-curl|haze|waterfall|amnesia|flash|rest|rock-slide|substitute|snore|curse|protect|sludge-bomb|mud-slap|spikes|icy-wind|sandstorm|endure|rollout|swagger|attract|sleep-talk|return|frustration|safeguard|dynamic-punch|encore|iron-tail|hidden-power|rain-dance|ancient-power|rock-smash|whirlpool|stockpile|spit-up|swallow|hail|facade|helping-hand|yawn|secret-power|dive|mud-sport|rock-tomb|muddy-water|mud-shot|water-pulse|natural-gift|guard-swap|aqua-tail|earth-power|avalanche|mud-bomb|stone-edge|captivate|stealth-rock|sludge-wave|acid-spray|after-you|round|scald|bulldoze|confide|eerie-impulse|infestation|power-up-punch|stomping-tantrum|liquidation|tera-blast|snowscape|trailblaze|chilling-water;water|ground
195;quagsire;14;750;151;damp|water-absorb|unaware;mega-punch|ice-punch|slam|mega-kick|headbutt|body-slam|take-down|double-edge|tail-whip|mist|water-gun|hydro-pump|surf|ice-beam|blizzard|hyper-beam|counter|seismic-toss|strength|earthquake|dig|toxic|mimic|double-team|defense-curl|haze|waterfall|amnesia|flash|rest|rock-slide|substitute|thief|snore|curse|protect|sludge-bomb|mud-slap|spikes|icy-wind|sandstorm|endure|rollout|swagger|attract|sleep-talk|return|frustration|safeguard|dynamic-punch|encore|iron-tail|hidden-power|rain-dance|ancient-power|rock-smash|whirlpool|hail|facade|focus-punch|helping-hand|brick-break|yawn|secret-power|dive|mud-sport|rock-tomb|muddy-water|mud-shot|water-pulse|natural-gift|fling|guard-swap|toxic-spikes|aqua-tail|drain-punch|focus-blast|earth-power|giga-impact|avalanche|mud-bomb|stone-edge|captivate|stealth-rock|sludge-wave|acid-spray|after-you|round|scald|bulldoze|confide|eerie-impulse|infestation|power-up-punch|high-horsepower|stomping-tantrum|liquidation|body-press|tera-blast|snowscape|trailblaze|chilling-water;water|ground
196;espeon;9;265;184;synchronize|magic-bounce;pay-day|cut|sand-attack|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|bite|growl|roar|psybeam|hyper-beam|thunder-wave|dig|toxic|confusion|psychic|quick-attack|mimic|double-team|confuse-ray|light-screen|reflect|focus-energy|swift|dream-eater|flash|rest|substitute|nightmare|snore|curse|protect|mud-slap|zap-cannon|detect|endure|charm|swagger|attract|sleep-talk|heal-bell|return|frustration|baton-pass|iron-tail|morning-sun|hidden-power|rain-dance|sunny-day|psych-up|shadow-ball|future-sight|facade|helping-hand|trick|magic-coat|skill-swap|imprison|secret-power|hyper-voice|weather-ball|fake-tears|signal-beam|covet|magical-leaf|calm-mind|gravity|natural-gift|copycat|power-swap|last-resort|power-gem|giga-impact|zen-headbutt|trick-room|captivate|grass-knot|psyshock|telekinesis|magic-room|round|echoed-voice|stored-power|ally-switch|retaliate|work-up|draining-kiss|confide|dazzling-gleam|baby-doll-eyes|laser-focus|psychic-terrain|psychic-fangs|expanding-force|tera-blast|trailblaze;psychic
197;umbreon;10;270;184;synchronize|inner-focus;pay-day|cut|sand-attack|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|bite|growl|roar|hyper-beam|thunder-wave|dig|toxic|psychic|quick-attack|mimic|screech|double-team|confuse-ray|light-screen|reflect|focus-energy|swift|dream-eater|flash|rest|substitute|thief|nightmare|snore|curse|spite|protect|scary-face|feint-attack|mud-slap|zap-cannon|detect|endure|charm|swagger|mean-look|attract|sleep-talk|heal-bell|return|frustration|baton-pass|pursuit|iron-tail|moonlight|hidden-power|rain-dance|sunny-day|crunch|psych-up|shadow-ball|torment|facade|taunt|helping-hand|skill-swap|snatch|secret-power|hyper-voice|weather-ball|fake-tears|covet|calm-mind|natural-gift|payback|assurance|copycat|guard-swap|last-resort|sucker-punch|dark-pulse|giga-impact|captivate|wonder-room|foul-play|round|echoed-voice|stored-power|retaliate|work-up|snarl|confide|baby-doll-eyes|laser-focus|throat-chop|lash-out|tera-blast|trailblaze;dark
198;murkrow;5;21;81;insomnia|super-luck|prankster;gust|wing-attack|whirlwind|fly|take-down|double-edge|hyper-beam|peck|drill-peck|thunder-wave|toxic|psychic|quick-attack|night-shade|mimic|screech|double-team|confuse-ray|haze|mirror-move|swift|dream-eater|sky-attack|rest|substitute|thief|nightmare|snore|curse|spite|protect|scary-face|feint-attack|mud-slap|perish-song|icy-wind|detect|endure|swagger|steel-wing|mean-look|attract|sleep-talk|return|frustration|pursuit|hidden-power|twister|rain-dance|sunny-day|psych-up|shadow-ball|uproar|heat-wave|torment|flatter|facade|taunt|snatch|secret-power|feather-dance|astonish|air-cutter|aerial-ace|calm-mind|roost|natural-gift|pluck|tailwind|u-turn|payback|assurance|embargo|psycho-shift|punishment|sucker-punch|dark-pulse|air-slash|brave-bird|giga-impact|nasty-plot|defog|captivate|ominous-wind|foul-play|round|hex|quash|acrobatics|retaliate|hurricane|snarl|confide|lash-out|dual-wingbeat|tera-blast;dark|flying
199;slowking;20;795;172;oblivious|own-tempo|regenerator;mega-punch|pay-day|fire-punch|ice-punch|thunder-punch|mega-kick|headbutt|tackle|body-slam|take-down|double-edge|growl|disable|flamethrower|water-gun|hydro-pump|surf|ice-beam|blizzard|psybeam|hyper-beam|counter|seismic-toss|strength|thunder-wave|earthquake|dig|toxic|confusion|psychic|mimic|double-team|light-screen|reflect|metronome|fire-blast|waterfall|swift|amnesia|dream-eater|flash|rest|rock-slide|tri-attack|substitute|nightmare|snore|curse|protect|mud-slap|zap-cannon|icy-wind|endure|swagger|fury-cutter|attract|sleep-talk|return|frustration|safeguard|dynamic-punch|iron-tail|hidden-power|rain-dance|sunny-day|psych-up|shadow-ball|future-sight|rock-smash|whirlpool|hail|facade|focus-punch|trick|magic-coat|recycle|brick-break|yawn|skill-swap|imprison|secret-power|dive|slack-off|weather-ball|rock-tomb|signal-beam|muddy-water|iron-defense|block|mud-shot|calm-mind|water-pulse|brine|natural-gift|fling|trump-card|aqua-tail|power-gem|drain-punch|focus-blast|giga-impact|nasty-plot|avalanche|zen-headbutt|trick-room|captivate|grass-knot|wonder-room|psyshock|telekinesis|foul-play|after-you|round|echoed-voice|stored-power|ally-switch|scald|heal-pulse|incinerate|quash|bulldoze|dragon-tail|razor-shell|confide|power-up-punch|laser-focus|psychic-terrain|liquidation|expanding-force|tera-blast|chilly-reception|snowscape|chilling-water;water|psychic
200;misdreavus;7;10;87;levitate;headbutt|double-edge|growl|psybeam|hyper-beam|thunderbolt|thunder-wave|thunder|toxic|confusion|psychic|night-shade|mimic|screech|double-team|confuse-ray|defense-curl|swift|dream-eater|flash|psywave|rest|substitute|thief|nightmare|snore|curse|spite|protect|scary-face|zap-cannon|destiny-bond|perish-song|icy-wind|endure|charm|swagger|mean-look|attract|sleep-talk|heal-bell|return|frustration|pain-split|hidden-power|rain-dance|sunny-day|psych-up|shadow-ball|uproar|torment|will-o-wisp|memento|facade|taunt|helping-hand|trick|magic-coat|skill-swap|imprison|grudge|snatch|secret-power|hyper-voice|astonish|fake-tears|aerial-ace|magical-leaf|calm-mind|shock-wave|natural-gift|payback|embargo|me-first|sucker-punch|dark-pulse|power-gem|energy-ball|giga-impact|nasty-plot|shadow-sneak|trick-room|captivate|grass-knot|charge-beam|ominous-wind|wonder-room|psyshock|telekinesis|magic-room|foul-play|round|echoed-voice|stored-power|ally-switch|hex|phantom-force|draining-kiss|confide|dazzling-gleam|burning-jealousy|poltergeist|tera-blast|snowscape;ghost
201;unown;5;50;118;levitate;hidden-power;psychic
202;wobbuffet;13;285;142;shadow-tag|telepathy;counter|amnesia|splash|destiny-bond|charm|safeguard|encore|mirror-coat;psychic
203;girafarig;15;415;159;inner-focus|early-bird|sap-sipper;razor-wind|stomp|double-kick|headbutt|tackle|body-slam|take-down|double-edge|growl|psybeam|hyper-beam|low-kick|strength|thunderbolt|thunder-wave|thunder|earthquake|toxic|confusion|psychic|agility|mimic|double-team|confuse-ray|light-screen|reflect|swift|amnesia|dream-eater|flash|rest|substitute|thief|nightmare|snore|curse|protect|mud-slap|zap-cannon|foresight|endure|swagger|mean-look|attract|sleep-talk|return|frustration|baton-pass|iron-tail|hidden-power|rain-dance|sunny-day|crunch|mirror-coat|psych-up|shadow-ball|future-sight|rock-smash|beat-up|uproar|facade|helping-hand|trick|wish|magic-coat|recycle|skill-swap|imprison|secret-power|hyper-voice|astonish|odor-sleuth|signal-beam|calm-mind|shock-wave|gravity|natural-gift|assurance|power-swap|guard-swap|sucker-punch|energy-ball|giga-impact|nasty-plot|zen-headbutt|trick-room|captivate|grass-knot|charge-beam|double-hit|psyshock|telekinesis|foul-play|round|echoed-voice|stored-power|ally-switch|retaliate|bulldoze|work-up|confide|dazzling-gleam|high-horsepower|psychic-terrain|psychic-fangs|stomping-tantrum|tera-blast|trailblaze|twin-beam;normal|psychic
204;pineco;6;72;58;sturdy|overcoat;headbutt|tackle|body-slam|take-down|double-edge|pin-missile|counter|strength|solar-beam|string-shot|earthquake|dig|toxic|mimic|double-team|defense-curl|light-screen|reflect|bide|self-destruct|swift|explosion|rest|rock-slide|substitute|snore|curse|flail|reversal|protect|spikes|sandstorm|giga-drain|endure|rollout|swagger|attract|sleep-talk|return|frustration|pain-split|rapid-spin|sweet-scent|hidden-power|rain-dance|sunny-day|rock-smash|facade|helping-hand|revenge|secret-power|rock-tomb|sand-tomb|iron-defense|rock-blast|gravity|gyro-ball|natural-gift|payback|power-trick|toxic-spikes|poison-jab|seed-bomb|bug-buzz|captivate|stealth-rock|bug-bite|venoshock|autotomize|round|struggle-bug|bulldoze|drill-run|confide|lunge|tera-blast|ice-spinner|pounce;bug
205;forretress;12;1258;163;sturdy|overcoat;headbutt|tackle|body-slam|take-down|double-edge|hyper-beam|counter|strength|solar-beam|string-shot|thunder-wave|earthquake|dig|toxic|mimic|double-team|defense-curl|light-screen|reflect|bide|self-destruct|swift|explosion|rest|rock-slide|substitute|snore|curse|reversal|protect|spikes|zap-cannon|sandstorm|giga-drain|endure|rollout|swagger|attract|sleep-talk|return|frustration|pain-split|rapid-spin|sweet-scent|hidden-power|rain-dance|sunny-day|rock-smash|facade|helping-hand|secret-power|rock-tomb|signal-beam|sand-tomb|iron-defense|block|rock-blast|gravity|gyro-ball|natural-gift|payback|toxic-spikes|magnet-rise|rock-polish|poison-jab|seed-bomb|bug-buzz|earth-power|giga-impact|mirror-shot|flash-cannon|iron-head|stone-edge|captivate|stealth-rock|bug-bite|venoshock|autotomize|telekinesis|heavy-slam|round|ally-switch|volt-switch|struggle-bug|bulldoze|drill-run|confide|laser-focus|lunge|smart-strike|body-press|steel-beam|tera-blast|ice-spinner|pounce;bug|steel
206;dunsparce;15;140;145;serene-grace|run-away|rattled;bind|headbutt|body-slam|take-down|double-edge|bite|flamethrower|ice-beam|blizzard|hyper-beam|counter|strength|solar-beam|thunderbolt|thunder-wave|thunder|earthquake|dig|toxic|agility|rage|mimic|screech|double-team|defense-curl|bide|fire-blast|amnesia|glare|dream-eater|rest|rock-slide|substitute|thief|nightmare|snore|curse|flail|spite|protect|scary-face|mud-slap|zap-cannon|sandstorm|endure|rollout|swagger|attract|sleep-talk|return|frustration|pain-split|baton-pass|pursuit|iron-tail|hidden-power|rain-dance|sunny-day|psych-up|ancient-power|shadow-ball|rock-smash|uproar|facade|helping-hand|magic-coat|yawn|endeavor|secret-power|hyper-voice|astonish|rock-tomb|mud-shot|poison-tail|calm-mind|shock-wave|water-pulse|roost|gyro-ball|natural-gift|trump-card|last-resort|poison-jab|aqua-tail|air-slash|dragon-rush|earth-power|giga-impact|zen-headbutt|stone-edge|captivate|stealth-rock|charge-beam|coil|round|stored-power|hex|incinerate|retaliate|bulldoze|wild-charge|drill-run|confide|lunge|smart-strike|stomping-tantrum|scale-shot|terrain-pulse|skitter-smack|dual-wingbeat|tera-blast|ice-spinner|pounce|chilling-water|hyper-drill;normal
207;gligar;11;648;86;hyper-cutter|sand-veil|immunity;guillotine|razor-wind|swords-dance|cut|wing-attack|sand-attack|headbutt|take-down|double-edge|poison-sting|counter|strength|earthquake|dig|toxic|agility|quick-attack|mimic|screech|double-team|harden|swift|dream-eater|crabhammer|rest|rock-slide|slash|substitute|thief|snore|curse|protect|scary-face|feint-attack|sludge-bomb|mud-slap|spikes|detect|sandstorm|endure|false-swipe|swagger|fury-cutter|steel-wing|attract|sleep-talk|return|frustration|baton-pass|iron-tail|metal-claw|hidden-power|rain-dance|sunny-day|crunch|rock-smash|torment|facade|taunt|brick-break|knock-off|secret-power|rock-tomb|sky-uppercut|sand-tomb|aerial-ace|mud-shot|poison-tail|roost|natural-gift|feint|tailwind|u-turn|payback|fling|power-trick|toxic-spikes|rock-polish|poison-jab|dark-pulse|night-slash|aqua-tail|x-scissor|earth-power|thunder-fang|ice-fang|fire-fang|rock-climb|defog|cross-poison|gunk-shot|stone-edge|captivate|stealth-rock|bug-bite|hone-claws|venoshock|round|acrobatics|struggle-bug|bulldoze|confide|high-horsepower|throat-chop|lunge|psychic-fangs|scale-shot|dual-wingbeat|tera-blast;ground|flying
208;steelix;92;4000;179;rock-head|sturdy|sheer-force;cut|bind|slam|headbutt|tackle|body-slam|double-edge|roar|hyper-beam|strength|rock-throw|earthquake|dig|toxic|rage|mimic|screech|double-team|harden|defense-curl|self-destruct|explosion|rest|rock-slide|substitute|snore|curse|protect|scary-face|mud-slap|sandstorm|endure|rollout|swagger|attract|sleep-talk|return|frustration|dragon-breath|iron-tail|hidden-power|twister|sunny-day|crunch|psych-up|ancient-power|rock-smash|torment|facade|nature-power|taunt|secret-power|mud-sport|rock-tomb|sand-tomb|iron-defense|block|dragon-dance|rock-blast|gyro-ball|natural-gift|payback|magnet-rise|rock-polish|dark-pulse|aqua-tail|dragon-pulse|earth-power|giga-impact|thunder-fang|ice-fang|fire-fang|flash-cannon|rock-climb|iron-head|stone-edge|captivate|stealth-rock|autotomize|smack-down|heavy-slam|round|bulldoze|dragon-tail|drill-run|confide|high-horsepower|brutal-swing|psychic-fangs|stomping-tantrum|body-press|breaking-swipe|steel-beam|steel-roller|meteor-beam|scorching-sands;steel|ground
209;snubbull;6;78;60;intimidate|run-away|rattled;mega-punch|fire-punch|ice-punch|thunder-punch|mega-kick|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|leer|bite|roar|flamethrower|low-kick|counter|seismic-toss|strength|solar-beam|thunderbolt|thunder-wave|thunder|earthquake|dig|toxic|rage|mimic|double-team|defense-curl|reflect|metronome|lick|fire-blast|rest|super-fang|substitute|thief|snore|curse|protect|scary-face|feint-attack|sludge-bomb|mud-slap|zap-cannon|detect|endure|charm|swagger|attract|sleep-talk|heal-bell|return|present|frustration|dynamic-punch|hidden-power|rain-dance|sunny-day|crunch|shadow-ball|rock-smash|torment|facade|focus-punch|smelling-salts|taunt|superpower|brick-break|secret-power|hyper-voice|fake-tears|overheat|bulk-up|covet|shock-wave|water-pulse|natural-gift|close-combat|payback|fling|last-resort|thunder-fang|ice-fang|fire-fang|captivate|round|incinerate|retaliate|bulldoze|work-up|wild-charge|snarl|play-rough|confide|dazzling-gleam|power-up-punch;fairy
